date,ticker,open,close,volume,sentiment_score,ai_model_version,prediction_next_day_return,signal
2024-06-05,NFLX,81.36,81.34,55751502,0.081,v1.0.0,0.0222,BUY
2023-04-07,NFLX,110.8,110.97,89714995,-0.219,v1.1.0,-0.039,SELL
2023-08-14,ETHUSD,94.71,94.8,67255631,-0.016,v1.0.0,-0.0305,SELL
2023-11-13,NFLX,114.76,113.85,18073794,-0.338,v1.0.0,0.007,BUY
2023-07-05,NVDA,117.25,116.88,93385358,-0.073,v1.0.0,0.0236,BUY
2023-07-12,NFLX,118.93,119.3,24166939,-0.215,v1.1.0,-0.0345,SELL
2023-06-26,GOOG,106.39,106.49,69339446,-0.305,v1.0.0,-0.0192,SELL
2024-01-29,NFLX,99.07,98.33,96493149,-0.103,v1.1.0,0.0173,BUY
2024-01-16,MSFT,92.68,91.52,74230852,-0.739,v1.0.0,0.0142,BUY
2023-11-28,ETHUSD,91.16,91.75,9020483,0.214,v1.0.0,0.0161,BUY
2023-09-11,MSFT,80.29,79.04,1632355,-0.228,v1.0.0,0.0116,BUY
2023-09-14,ETHUSD,91.75,91.28,57298005,0.005,v1.0.0,0.0409,BUY
2024-02-13,NFLX,94.36,94.88,53973332,0.122,v1.0.0,-0.0114,SELL
2024-11-11,AMZN,102.06,101.65,20328139,-0.256,v1.1.0,0.0068,BUY
2023-07-26,NFLX,116.47,116.36,24727866,0.224,v1.0.0,-0.0374,SELL
2023-09-25,GOOG,120.55,120.26,77840710,0.037,v1.1.0,0.0065,BUY
2024-08-01,AMZN,109.28,109.49,41499586,-0.427,v1.1.0,-0.0463,SELL
2023-12-18,MSFT,86.95,87.63,17486588,-0.035,v1.0.0,-0.0259,SELL
2023-10-31,NVDA,125.52,125.06,2674734,0.18,v1.1.0,0.0094,BUY
2023-06-01,NFLX,118.97,119.66,35590189,-0.116,v1.1.0,0.0213,BUY
2023-03-20,AAPL,101.87,103.21,19694805,-0.299,v1.1.0,0.0062,BUY
2023-06-12,AAPL,90.99,91.19,40520334,0.323,v1.0.0,-0.0166,SELL
2023-12-18,AMZN,98.35,99.13,54011694,-0.373,v1.0.0,-0.0083,SELL
2023-01-02,AMZN,99.21,99.58,73588854,-0.305,v1.0.0,0.0022,HOLD
2024-07-10,NVDA,133.57,131.67,61968143,0.13,v1.0.0,-0.0023,HOLD
2023-03-08,BTCUSD,92.4,92.33,7429498,0.059,v1.1.0,0.006,BUY
2024-03-01,GOOG,116.75,117.32,97504306,0.372,v1.1.0,-0.0431,SELL
2024-04-09,NVDA,136.45,135.9,21015392,-0.192,v1.1.0,0.0018,HOLD
2023-08-31,TSLA,108.64,109.6,4620187,-0.005,v1.0.0,0.0129,BUY
2024-05-22,NVDA,135.81,134.97,26744369,-0.065,v1.0.0,-0.0164,SELL
2024-04-11,ETHUSD,94.06,93.53,95354656,0.293,v1.1.0,0.0069,BUY
2023-08-23,ETHUSD,99.51,98.82,50315406,0.096,v1.0.0,-0.0166,SELL
2024-05-01,TSLA,94.13,94.72,83953645,0.403,v1.0.0,-0.004,HOLD
2024-07-16,MSFT,100.53,100.81,34520584,0.223,v1.1.0,0.0375,BUY
2024-05-03,TSLA,93.66,94.1,5275508,-0.172,v1.0.0,-0.0028,HOLD
2024-06-05,GOOG,115.82,115.39,59460645,-0.559,v1.1.0,-0.0034,HOLD
2023-09-20,AAPL,93.21,92.64,68119213,0.281,v1.0.0,0.0136,BUY
2024-06-03,FB,97.84,98.41,50256961,-0.378,v1.0.0,0.0144,BUY
2024-12-04,NFLX,115.95,116.77,3510621,0.336,v1.1.0,-0.0035,HOLD
2023-04-17,FB,98.18,98.25,84964504,-0.492,v1.0.0,0.0335,BUY
2024-08-14,FB,103.64,102.82,62707411,0.079,v1.1.0,-0.0037,HOLD
2024-09-02,GOOG,123.73,122.34,46321954,-0.084,v1.1.0,0.0429,BUY
2024-10-08,BTCUSD,114.31,114.36,24338964,0.262,v1.0.0,-0.0171,SELL
2024-11-08,GOOG,122.59,121.3,33039501,0.266,v1.0.0,-0.0007,HOLD
2024-06-04,FB,98.0,96.51,82563989,-0.092,v1.0.0,0.0181,BUY
2024-07-22,NFLX,88.53,88.5,91916470,-0.378,v1.0.0,0.0274,BUY
2023-05-15,BTCUSD,94.75,95.22,47666174,0.068,v1.0.0,-0.0313,SELL
2023-06-16,ETHUSD,102.15,103.72,71303697,0.006,v1.0.0,-0.0086,SELL
2023-09-08,FB,101.83,101.35,55280204,-0.257,v1.1.0,-0.0068,SELL
2023-01-12,NFLX,102.37,103.09,13292648,0.05,v1.1.0,-0.0168,SELL
2024-04-17,GOOG,114.12,113.2,73576167,0.185,v1.1.0,0.0078,BUY
2024-06-21,BTCUSD,115.04,115.97,75454908,-0.12,v1.0.0,-0.0132,SELL
2024-07-31,NVDA,135.77,136.85,97434136,-0.364,v1.0.0,-0.0178,SELL
2023-11-28,AAPL,90.01,90.17,83129945,0.092,v1.0.0,-0.0015,HOLD
2024-10-08,GOOG,127.35,126.62,21707394,-0.002,v1.0.0,-0.0232,SELL
2024-05-13,GOOG,115.02,116.13,44775083,-0.062,v1.1.0,-0.044,SELL
2024-03-12,AAPL,92.97,92.47,97262278,0.267,v1.0.0,0.0479,BUY
2023-05-23,FB,98.92,98.49,5787396,0.189,v1.0.0,0.0021,HOLD
2024-11-19,AMZN,99.7,99.61,33606221,0.054,v1.1.0,0.0405,BUY
2023-10-30,FB,103.09,103.39,82655061,-0.127,v1.1.0,-0.0122,SELL
2024-04-25,FB,95.75,95.61,35360708,0.044,v1.1.0,-0.0347,SELL
2023-05-03,MSFT,94.12,94.08,19357370,0.344,v1.0.0,0.0093,BUY
2024-04-02,MSFT,97.89,98.53,27290931,-0.086,v1.1.0,0.0444,BUY
2024-11-18,NVDA,151.85,151.9,47168314,-0.508,v1.0.0,0.0094,BUY
2024-02-28,FB,93.31,93.3,62129755,0.189,v1.0.0,-0.0172,SELL
2024-08-27,BTCUSD,110.68,110.23,82155625,0.029,v1.1.0,-0.0034,HOLD
2023-10-06,BTCUSD,100.89,100.77,92953089,-0.597,v1.0.0,-0.0123,SELL
2023-01-16,TSLA,99.33,99.43,12940088,-0.076,v1.1.0,0.0049,HOLD
2023-03-02,MSFT,91.25,90.28,26107309,-0.306,v1.1.0,0.0059,BUY
2024-08-08,AAPL,95.03,95.46,83418105,-0.01,v1.1.0,0.0128,BUY
2024-08-13,FB,102.84,102.0,59664835,0.104,v1.0.0,0.017,BUY
2023-08-30,ETHUSD,96.59,96.64,65919370,-0.316,v1.0.0,-0.0037,HOLD
2023-07-19,AMZN,92.58,91.95,94902525,0.21,v1.0.0,0.0049,HOLD
2024-03-28,BTCUSD,113.65,114.77,45405111,0.17,v1.1.0,0.0141,BUY
2024-03-07,FB,87.79,88.69,66524571,-0.057,v1.1.0,-0.0278,SELL
2024-04-29,BTCUSD,113.56,112.6,70687617,0.343,v1.0.0,-0.0318,SELL
2023-07-11,FB,101.76,101.46,64323544,-0.455,v1.0.0,-0.0053,SELL
2024-09-04,AAPL,90.7,88.85,49689445,-0.296,v1.0.0,0.0527,BUY
2024-12-26,AAPL,93.3,93.3,1873210,0.692,v1.0.0,-0.0012,HOLD
2024-10-23,FB,102.4,102.32,87561996,-0.2,v1.1.0,-0.0264,SELL
2024-12-02,MSFT,101.63,102.55,68286839,-0.118,v1.1.0,0.016,BUY
2024-10-24,MSFT,98.65,97.95,47422268,-0.326,v1.0.0,-0.0085,SELL
2023-07-25,TSLA,101.28,102.42,18559769,-0.352,v1.0.0,0.0064,BUY
2024-03-29,TSLA,99.62,100.41,8115773,0.047,v1.0.0,0.0167,BUY
2024-12-24,AMZN,93.84,94.08,28066051,-0.447,v1.1.0,0.0069,BUY
2024-08-20,AMZN,107.38,107.88,58903729,-0.26,v1.0.0,-0.0333,SELL
2024-04-18,ETHUSD,92.15,92.16,97761952,0.206,v1.0.0,-0.0076,SELL
2023-05-17,NVDA,114.89,114.27,7009029,0.076,v1.0.0,0.0207,BUY
2023-06-01,TSLA,98.02,97.12,89794269,0.082,v1.0.0,-0.0222,SELL
2023-08-08,TSLA,99.64,99.43,66941319,0.125,v1.0.0,0.0031,HOLD
2023-05-04,NVDA,111.97,112.35,90265013,0.218,v1.1.0,-0.0101,SELL
2023-01-20,MSFT,98.93,97.52,58659563,-0.158,v1.1.0,-0.0222,SELL
2024-09-09,NFLX,95.66,95.28,54909873,-0.149,v1.1.0,0.0032,HOLD
2023-03-28,AMZN,93.0,92.96,15381870,0.55,v1.1.0,-0.0095,SELL
2023-09-21,BTCUSD,103.19,102.2,21674235,-0.106,v1.1.0,-0.0064,SELL
2023-11-03,NFLX,112.31,111.98,70603797,0.121,v1.0.0,0.005,BUY
2023-12-19,FB,98.36,98.05,37308157,-0.086,v1.1.0,0.0167,BUY
2024-12-10,GOOG,119.71,120.19,58751004,-0.289,v1.1.0,0.0042,HOLD
2024-02-05,BTCUSD,114.01,114.18,74293517,-0.119,v1.1.0,0.0287,BUY
2023-09-04,AAPL,87.48,87.19,58681790,0.241,v1.0.0,0.0161,BUY
2023-09-22,ETHUSD,89.75,89.25,99050336,0.052,v1.1.0,0.0237,BUY
2023-04-28,FB,102.41,103.07,29915416,0.148,v1.1.0,-0.0016,HOLD
2023-03-21,NFLX,115.42,115.8,32931459,-0.085,v1.1.0,0.035,BUY
2023-08-08,FB,100.76,101.68,59536866,0.37,v1.0.0,-0.0317,SELL
2023-01-10,ETHUSD,98.92,97.92,52943810,0.041,v1.1.0,0.015,BUY
2024-08-20,MSFT,99.86,100.04,36262795,-0.079,v1.0.0,0.0129,BUY
2024-04-11,GOOG,112.8,112.89,79096129,0.51,v1.0.0,-0.0181,SELL
2023-06-27,AMZN,89.79,89.0,70478641,-0.379,v1.1.0,-0.0196,SELL
2023-06-20,ETHUSD,102.68,101.91,36061544,0.012,v1.1.0,0.019,BUY
2024-10-03,NFLX,94.32,94.66,24011949,0.041,v1.1.0,0.0356,BUY
2023-05-16,MSFT,89.54,89.24,23772157,0.19,v1.1.0,-0.0139,SELL
2024-11-01,AMZN,105.36,105.32,2528120,0.523,v1.1.0,-0.025,SELL
2024-09-02,MSFT,97.45,98.23,80634635,-0.046,v1.1.0,-0.0219,SELL
2023-09-29,AAPL,94.62,94.89,45925369,0.165,v1.1.0,0.0049,HOLD
2024-06-28,MSFT,103.93,104.21,19934218,0.285,v1.0.0,-0.0036,HOLD
2024-08-28,TSLA,80.08,79.99,30023014,0.038,v1.1.0,0.0129,BUY
2024-11-12,MSFT,101.31,101.94,37490781,-0.089,v1.0.0,0.0095,BUY
2023-04-04,ETHUSD,93.17,93.39,53492063,-0.436,v1.0.0,0.0385,BUY
2024-02-27,BTCUSD,116.38,115.97,81614008,0.559,v1.1.0,-0.0002,HOLD
2023-04-24,BTCUSD,93.22,94.36,76570844,-0.229,v1.1.0,0.0155,BUY
2024-05-30,AAPL,95.59,96.84,33689928,-0.03,v1.1.0,0.008,BUY
2024-05-21,AMZN,100.25,99.56,43823145,-0.218,v1.1.0,0.0513,BUY
2023-11-03,BTCUSD,104.55,105.1,47675567,-0.21,v1.0.0,-0.0,HOLD
2024-10-09,BTCUSD,114.26,114.67,24003318,0.318,v1.0.0,-0.0342,SELL
2023-07-28,BTCUSD,95.81,97.41,90162224,0.189,v1.1.0,0.0022,HOLD
2024-05-01,AMZN,95.91,96.11,19392217,0.284,v1.0.0,-0.0266,SELL
2023-09-21,ETHUSD,91.34,90.18,16209417,-0.14,v1.1.0,0.0133,BUY
2023-10-11,ETHUSD,88.06,88.21,59221240,0.626,v1.1.0,-0.014,SELL
2024-12-06,FB,100.99,101.82,37479512,0.022,v1.1.0,-0.0265,SELL
2023-10-31,AAPL,91.75,91.75,10635137,0.028,v1.0.0,0.0078,BUY
2024-09-27,GOOG,129.94,130.15,75192240,0.294,v1.1.0,0.0017,HOLD
2024-03-01,BTCUSD,113.48,113.74,6738150,-0.252,v1.0.0,0.0339,BUY
2024-03-21,NVDA,133.42,133.41,3966883,0.478,v1.1.0,0.0287,BUY
2023-02-01,NVDA,102.69,102.42,56102461,-0.193,v1.1.0,0.0179,BUY
2023-01-23,GOOG,104.49,103.76,39168141,0.4,v1.0.0,-0.0058,SELL
2023-04-25,NFLX,112.11,112.68,7183659,0.237,v1.0.0,-0.0033,HOLD
2023-03-10,NVDA,119.05,118.26,93346547,0.186,v1.1.0,-0.0219,SELL
2024-12-02,FB,101.61,101.45,76116860,0.301,v1.0.0,0.048,BUY
2024-03-22,BTCUSD,111.17,111.32,48912977,0.014,v1.0.0,0.0114,BUY
2024-06-12,BTCUSD,114.51,113.35,91679519,0.177,v1.1.0,0.0319,BUY
2023-11-21,BTCUSD,109.61,110.58,89725936,0.128,v1.0.0,0.0132,BUY
2023-03-10,NFLX,115.25,114.98,79083343,0.062,v1.1.0,0.0004,HOLD
2024-10-07,AAPL,97.15,96.63,59307918,-0.137,v1.1.0,0.0115,BUY
2024-04-15,GOOG,113.1,112.47,17549116,0.051,v1.1.0,-0.0047,HOLD
2023-04-03,FB,94.83,94.84,28183162,0.42,v1.0.0,0.0102,BUY
2023-05-15,GOOG,112.94,112.14,36714796,0.348,v1.1.0,-0.0092,SELL
2024-01-10,AAPL,88.7,89.41,23105642,0.194,v1.0.0,-0.0179,SELL
2024-10-21,AMZN,110.8,111.22,12200848,0.275,v1.0.0,-0.0041,HOLD
2024-11-01,NVDA,148.71,148.51,16536112,0.501,v1.0.0,-0.0225,SELL
2024-02-14,TSLA,106.3,107.06,52697190,-0.067,v1.0.0,-0.0305,SELL
2023-11-07,FB,104.05,103.74,54381000,0.32,v1.0.0,-0.0066,SELL
2024-05-06,BTCUSD,110.32,109.82,65547786,-0.081,v1.1.0,0.0026,HOLD
2024-02-21,MSFT,95.1,96.86,35742788,0.355,v1.0.0,-0.014,SELL
2023-12-15,MSFT,87.0,87.58,12960082,0.357,v1.0.0,-0.0005,HOLD
2024-05-14,BTCUSD,113.66,112.99,34760717,-0.06,v1.1.0,0.0171,BUY
2024-11-14,GOOG,120.99,120.7,16862212,0.079,v1.1.0,-0.009,SELL
2024-06-13,AMZN,103.42,102.84,90886506,0.221,v1.1.0,0.0028,HOLD
2024-02-15,ETHUSD,105.31,105.01,1231996,-0.207,v1.1.0,-0.0131,SELL
2023-08-25,AMZN,99.12,100.08,54383186,0.367,v1.0.0,-0.012,SELL
2023-11-24,AAPL,94.17,92.96,30119836,0.29,v1.0.0,0.0295,BUY
2024-11-25,GOOG,121.94,121.83,25276727,-0.279,v1.1.0,0.0279,BUY
2024-04-01,FB,92.28,91.8,66502221,-0.02,v1.0.0,-0.0287,SELL
2023-12-19,GOOG,120.19,119.78,14085766,-0.421,v1.0.0,0.0239,BUY
2023-12-29,GOOG,120.99,120.08,53489802,-0.198,v1.1.0,0.02,BUY
2023-01-03,AAPL,98.82,99.75,91415233,-0.065,v1.0.0,0.0169,BUY
2023-09-26,AMZN,101.47,101.61,54273357,0.026,v1.1.0,-0.0099,SELL
2024-08-28,AMZN,113.21,113.89,67551752,0.203,v1.0.0,-0.0084,SELL
2023-08-04,FB,102.64,102.28,40270102,-0.159,v1.0.0,-0.0342,SELL
2023-06-19,FB,105.83,106.17,94137611,-0.181,v1.1.0,0.0098,BUY
2023-12-25,ETHUSD,99.59,100.16,53841986,-0.121,v1.0.0,-0.0124,SELL
2023-10-23,AAPL,92.16,92.42,22988156,0.051,v1.0.0,-0.0347,SELL
2023-08-01,MSFT,75.81,76.71,38632086,-0.08,v1.0.0,0.0198,BUY
2024-10-30,NFLX,101.75,101.57,31277577,0.14,v1.1.0,0.0003,HOLD
2023-08-25,TSLA,106.94,106.78,51932940,0.062,v1.0.0,0.0401,BUY
2024-09-05,AAPL,88.92,88.73,95939383,0.083,v1.0.0,0.0111,BUY
2024-07-31,FB,105.04,105.82,43798136,-0.227,v1.1.0,-0.0307,SELL
2023-03-02,TSLA,103.49,102.44,40580663,-0.215,v1.1.0,-0.0216,SELL
2024-11-01,GOOG,123.39,123.05,44770306,-0.138,v1.1.0,-0.0319,SELL
2023-01-09,BTCUSD,101.42,100.91,93082838,0.012,v1.0.0,0.0097,BUY
2024-06-13,NFLX,83.32,82.56,57405949,-0.105,v1.1.0,0.0012,HOLD
2024-05-20,MSFT,103.39,103.26,72770451,-0.036,v1.0.0,0.0126,BUY
2023-10-06,TSLA,105.34,104.99,58107646,-0.169,v1.1.0,-0.0153,SELL
2023-02-17,FB,94.88,95.26,94583333,0.091,v1.1.0,-0.0652,SELL
2024-02-19,GOOG,118.64,118.51,82458668,0.111,v1.0.0,0.003,HOLD
2023-03-31,AMZN,93.26,93.6,85060337,0.295,v1.0.0,-0.0129,SELL
2024-11-14,MSFT,102.07,101.73,30085235,0.245,v1.0.0,-0.0085,SELL
2023-08-07,FB,102.77,103.25,26150585,-0.416,v1.0.0,-0.0388,SELL
2023-04-11,ETHUSD,96.29,97.67,21524528,-0.017,v1.0.0,0.0018,HOLD
2023-12-29,ETHUSD,101.57,101.24,87221460,0.065,v1.0.0,-0.0166,SELL
2023-08-28,ETHUSD,97.56,97.28,97008165,-0.282,v1.1.0,0.017,BUY
2023-04-24,GOOG,111.49,110.9,21375320,0.042,v1.1.0,-0.0131,SELL
2023-11-23,AMZN,99.78,100.19,87817942,-0.414,v1.0.0,0.0019,HOLD
2024-06-24,AAPL,99.74,98.26,30206901,0.151,v1.1.0,0.0036,HOLD
2024-02-26,NFLX,93.71,94.63,57406961,0.511,v1.0.0,-0.0242,SELL
2024-06-03,BTCUSD,113.35,112.99,52660933,-0.093,v1.1.0,-0.0065,SELL
2024-12-04,TSLA,80.67,82.16,64508199,0.151,v1.1.0,0.0049,HOLD
2023-03-03,NVDA,117.47,117.11,34279880,0.464,v1.0.0,0.0148,BUY
2023-08-10,AMZN,96.14,96.47,76824607,-0.296,v1.1.0,0.0174,BUY
2023-07-26,FB,102.02,102.1,94913086,0.3,v1.1.0,0.0088,BUY
2024-01-02,GOOG,119.45,118.82,58094632,-0.561,v1.1.0,0.0005,HOLD
2023-01-05,NVDA,101.09,99.19,52448993,-0.112,v1.0.0,-0.0063,SELL
2024-02-12,GOOG,117.75,118.03,47888210,-0.219,v1.0.0,-0.0262,SELL
2024-02-09,NVDA,134.48,134.92,36028215,-0.224,v1.1.0,0.0092,BUY
2023-12-28,ETHUSD,100.82,101.09,16230438,-0.34,v1.0.0,0.0108,BUY
2023-01-11,BTCUSD,101.86,102.28,79538296,0.067,v1.0.0,0.0362,BUY
2023-06-16,NFLX,120.78,121.89,22024188,-0.111,v1.0.0,0.0064,BUY
2024-07-18,NVDA,133.64,133.9,64976798,-0.339,v1.0.0,0.015,BUY
2023-11-28,BTCUSD,107.91,107.9,28010918,-0.489,v1.0.0,0.0027,HOLD
2024-10-16,NFLX,94.19,94.45,82700210,-0.134,v1.1.0,-0.0126,SELL
2024-03-20,TSLA,101.65,101.58,70401161,-0.059,v1.0.0,-0.001,HOLD
2024-11-15,TSLA,83.31,83.12,1828339,-0.225,v1.0.0,0.0051,BUY
2023-10-23,NFLX,112.12,111.88,76095843,0.016,v1.1.0,0.0185,BUY
2023-07-20,NFLX,118.44,118.47,24437347,-0.109,v1.0.0,-0.0332,SELL
2024-04-08,BTCUSD,113.88,113.18,33115691,0.111,v1.1.0,-0.0299,SELL
2023-02-17,ETHUSD,98.52,99.2,88558792,0.284,v1.0.0,-0.017,SELL
2023-03-14,BTCUSD,91.83,91.3,35089460,0.166,v1.1.0,0.006,BUY
2024-03-29,AMZN,93.79,93.26,45282842,-0.26,v1.1.0,0.0134,BUY
2024-07-09,AAPL,98.59,97.65,16356994,-0.217,v1.0.0,-0.0005,HOLD
2024-05-17,AMZN,101.37,101.36,62228230,-0.219,v1.1.0,-0.0281,SELL
2023-10-24,AMZN,97.72,98.87,75627569,-0.317,v1.1.0,0.0089,BUY
2023-09-25,TSLA,101.65,101.85,75007827,0.266,v1.1.0,0.0141,BUY
2023-10-03,NVDA,124.2,125.06,62494723,0.201,v1.1.0,-0.0,HOLD
2023-11-28,TSLA,110.85,110.36,9164769,-0.321,v1.0.0,-0.0346,SELL
2024-10-31,AMZN,108.47,107.3,13517990,-0.248,v1.1.0,-0.006,SELL
2024-01-19,TSLA,112.85,112.39,54755940,-0.133,v1.0.0,-0.011,SELL
2023-05-09,NVDA,112.45,112.3,88458575,-0.082,v1.1.0,0.0137,BUY
2023-08-17,TSLA,104.96,105.64,58907279,-0.14,v1.0.0,0.0026,HOLD
2023-08-03,BTCUSD,99.71,99.47,64768897,-0.023,v1.0.0,0.0359,BUY
2023-05-11,MSFT,89.79,89.54,14336444,0.17,v1.1.0,-0.0211,SELL
2024-02-12,AAPL,90.08,89.24,74655477,-0.2,v1.1.0,-0.0163,SELL
2024-11-19,NFLX,108.56,108.95,58058660,-0.126,v1.1.0,0.008,BUY
2024-07-17,AMZN,103.03,103.86,3615017,0.243,v1.0.0,-0.0035,HOLD
2024-10-21,MSFT,99.67,99.77,98875284,0.043,v1.0.0,-0.0028,HOLD
2024-12-12,BTCUSD,111.63,111.97,22953004,-0.609,v1.0.0,0.0092,BUY
2023-09-15,FB,104.04,104.93,57971475,0.375,v1.1.0,0.0685,BUY
2023-09-07,FB,101.74,101.65,78633803,-0.255,v1.1.0,0.0099,BUY
2023-12-28,NFLX,116.25,115.14,33365384,0.132,v1.0.0,0.0018,HOLD
2024-09-04,GOOG,123.37,123.21,6842322,-0.14,v1.0.0,0.0474,BUY
2024-07-25,TSLA,83.57,84.01,7498059,-0.321,v1.1.0,-0.002,HOLD
2024-02-16,ETHUSD,105.87,104.37,81474138,-0.309,v1.0.0,-0.0307,SELL
2023-04-11,BTCUSD,93.09,92.83,36955079,-0.077,v1.0.0,0.0155,BUY
2024-03-13,GOOG,119.22,119.9,92425635,-0.045,v1.0.0,-0.0298,SELL
2023-07-03,MSFT,78.34,77.38,84313743,0.069,v1.0.0,0.0214,BUY
2024-07-10,ETHUSD,93.2,93.74,50700958,0.105,v1.0.0,-0.0006,HOLD
2023-08-02,BTCUSD,97.07,98.16,24200299,0.107,v1.0.0,-0.0403,SELL
2023-07-10,ETHUSD,102.64,103.18,99400543,-0.193,v1.0.0,0.0029,HOLD
2023-11-15,AMZN,99.21,98.53,75704903,-0.255,v1.0.0,0.0203,BUY
2023-06-23,AMZN,89.99,90.12,96042017,-0.06,v1.0.0,0.0016,HOLD
2023-10-23,MSFT,83.7,83.81,48192345,0.423,v1.0.0,0.0212,BUY
2024-06-18,AMZN,103.56,103.08,16758105,0.023,v1.1.0,0.0151,BUY
2023-03-16,TSLA,101.3,100.89,89463239,-0.081,v1.0.0,0.006,BUY
2024-04-29,AAPL,94.94,94.57,64208285,0.158,v1.1.0,-0.0138,SELL
2024-01-18,GOOG,119.05,118.97,2008194,0.44,v1.1.0,-0.0045,HOLD
2024-02-13,BTCUSD,117.12,117.27,42358741,0.044,v1.1.0,-0.0036,HOLD
2024-08-06,FB,104.58,104.97,6407969,-0.021,v1.1.0,-0.0108,SELL
2024-02-09,NFLX,95.87,96.11,51058579,-0.199,v1.1.0,-0.0473,SELL
2023-08-07,BTCUSD,99.24,98.67,45690346,-0.221,v1.1.0,-0.0052,SELL
2023-05-18,BTCUSD,95.71,95.2,19606530,-0.452,v1.1.0,-0.0122,SELL
2023-11-13,NVDA,132.62,132.89,89486817,0.252,v1.0.0,-0.0106,SELL
2023-02-23,NVDA,113.37,113.77,69526174,0.071,v1.1.0,0.0124,BUY
2024-02-15,GOOG,117.79,117.28,91375999,-0.723,v1.1.0,-0.001,HOLD
2024-02-28,NFLX,92.46,92.1,22853954,0.217,v1.1.0,-0.0076,SELL
2024-08-12,FB,101.55,102.29,88274708,0.182,v1.1.0,-0.0096,SELL
2024-07-04,MSFT,101.94,102.63,37141069,0.108,v1.1.0,0.0179,BUY
2024-09-10,NVDA,141.95,140.79,80903710,-0.446,v1.1.0,-0.0101,SELL
2024-01-19,MSFT,91.41,92.66,58355719,-0.035,v1.1.0,0.0119,BUY
2024-09-09,MSFT,97.49,97.15,31452617,0.34,v1.1.0,-0.0092,SELL
2024-07-03,AAPL,96.09,95.38,29169681,0.198,v1.0.0,-0.0234,SELL
2023-11-30,ETHUSD,88.66,90.16,99358310,0.161,v1.1.0,-0.0372,SELL
2024-01-11,AAPL,88.31,87.46,74860729,-0.024,v1.0.0,-0.0199,SELL
2024-04-24,AAPL,94.53,94.4,41523857,-0.13,v1.0.0,0.0247,BUY
2023-09-27,AMZN,100.33,101.78,70485374,-0.376,v1.1.0,-0.01,SELL
2024-10-03,GOOG,128.13,127.89,89325830,-0.047,v1.1.0,-0.009,SELL
2024-02-22,TSLA,111.13,110.81,60227453,-0.471,v1.0.0,-0.0195,SELL
2024-06-28,BTCUSD,118.57,118.34,84034982,0.528,v1.1.0,0.0357,BUY
2024-04-30,FB,94.82,94.67,30202445,-0.223,v1.0.0,0.0041,HOLD
2023-09-13,MSFT,79.07,79.44,63626014,0.09,v1.0.0,-0.0228,SELL
2024-12-10,NFLX,116.1,115.13,24773529,0.285,v1.1.0,0.0325,BUY
2024-09-18,AMZN,111.17,110.64,62538106,-0.316,v1.1.0,-0.0297,SELL
2024-10-21,TSLA,83.52,82.63,81444383,0.136,v1.1.0,-0.0407,SELL
2023-04-18,BTCUSD,92.42,93.58,28447887,0.014,v1.1.0,0.0329,BUY
2024-06-06,MSFT,107.99,108.94,29540468,0.242,v1.0.0,-0.0059,SELL
2023-09-04,MSFT,78.88,78.15,81592264,0.394,v1.1.0,-0.0006,HOLD
2023-05-11,AMZN,86.78,86.06,65919555,-0.313,v1.1.0,-0.0203,SELL
2023-05-18,NFLX,118.12,118.54,38083647,0.082,v1.0.0,-0.0305,SELL
2023-07-04,NFLX,121.79,121.11,69081574,-0.217,v1.0.0,0.0033,HOLD
2024-02-05,NVDA,132.75,132.86,15957975,0.506,v1.1.0,-0.0021,HOLD
2023-07-07,ETHUSD,103.64,104.52,92315415,0.169,v1.1.0,-0.0304,SELL
2024-03-25,NVDA,135.47,134.65,50698414,0.138,v1.1.0,-0.0003,HOLD
2023-01-06,TSLA,100.24,100.08,46748685,0.079,v1.0.0,-0.0214,SELL
2023-05-19,FB,97.88,98.09,60664552,-0.038,v1.1.0,-0.0307,SELL
2024-09-12,AAPL,91.12,91.34,74013998,-0.196,v1.1.0,-0.0132,SELL
2023-04-25,TSLA,95.73,95.51,59398424,0.308,v1.1.0,-0.0223,SELL
2023-01-26,ETHUSD,100.76,101.63,54134771,-0.162,v1.0.0,0.0018,HOLD
2024-03-04,AMZN,96.46,96.75,78106167,-0.136,v1.0.0,0.0134,BUY
2024-08-08,ETHUSD,92.6,92.4,94596365,0.139,v1.1.0,-0.0136,SELL
2024-10-24,NFLX,97.07,97.62,43830209,0.108,v1.0.0,-0.0017,HOLD
2024-08-09,ETHUSD,92.36,93.29,29796360,-0.161,v1.1.0,0.02,BUY
2024-08-26,AAPL,91.48,92.4,54509637,-0.014,v1.0.0,0.0165,BUY
2023-08-07,GOOG,116.05,116.13,73359824,0.102,v1.1.0,0.0243,BUY
2024-03-12,NFLX,89.49,88.88,50367451,0.44,v1.1.0,0.0243,BUY
2023-03-28,FB,96.58,95.59,6830199,0.38,v1.0.0,-0.0191,SELL
2024-11-25,AAPL,98.58,98.61,23837233,0.014,v1.0.0,-0.0199,SELL
2024-07-10,GOOG,115.04,114.32,80987285,-0.519,v1.1.0,-0.0188,SELL
2024-12-11,ETHUSD,101.06,100.09,57116450,0.119,v1.0.0,0.0038,HOLD
2024-10-10,BTCUSD,115.15,114.22,66577048,-0.483,v1.1.0,-0.0007,HOLD
2023-04-10,AMZN,89.62,89.78,70260692,0.145,v1.0.0,-0.0017,HOLD
2024-09-23,AMZN,111.6,111.71,7548270,0.73,v1.1.0,-0.0038,HOLD
